"port","proto","svc","info"
"684","tcp","corba-iiop-ssl","CORBA IIOP SSL"
"685","tcp","mdc-portmapper","MDC Port Mapper"
"686","tcp","hcp-wismar","Hardware Control Protocol Wismar"
"687","tcp","asipregistry","asipregistry"
"688","tcp","realm-rusd","ApplianceWare managment protocol"
"689","tcp","nmap","nmap"
"690","tcp","vatp","vatp"
"691","tcp","resvc","resvc"
"692","tcp","hyperwave-isp","hyperwave-isp"
"693","tcp","connendp","almanid Connection Endpoint"
"694","tcp","ha-cluster","ha-cluster"
"695","tcp","ieee-mms-ssl","ieee-mms-ssl"
"696","tcp","rushd","rushd"
"697","tcp","uuidgen","uuidgen"
"698","tcp","olsr","olsr"
"699","tcp","accessnetwork","Access Network"
"700","tcp","epp","Extensible Provisioning Protocol"
"701","tcp","lmp","Link Management Protocol (LMP)"
"702","tcp","iris-beep","IRIS over BEEP"
"703","tcp","unknown",""
"704","tcp","elcsd","errlog copy/server daemon"
"705","tcp","agentx","agentx"
"706","tcp","silc","Secure Internet Live Conferencing"
"707","tcp","borland-dsj","Borland DSJ"
"708","tcp","unknown",""
"709","tcp","entrustmanager","entrustmanager"
"710","tcp","entrust-ash","Entrust Administration Service Handler"
"711","tcp","cisco-tdp","Cisco TDP"
"712","tcp","tbrpf","tbrpf"
"713","tcp","iris-xpc","IRIS over XPC"
"714","tcp","iris-xpcs","IRIS over XPCS"
"715","tcp","iris-lwz","iris-lwz"
"716","tcp","pana","PANA Messages"
"717","tcp","unknown",""
"718","tcp","unknown",""
"719","tcp","unknown",""
"720","tcp","unknown",""
"721","tcp","unknown",""
"722","tcp","unknown",""
"723","tcp","omfs","OpenMosix File System"
"724","tcp","unknown",""
"725","tcp","unknown",""
"726","tcp","unknown",""
"727","tcp","unknown",""
"728","tcp","unknown",""
"729","tcp","netviewdm1","IBM NetView DM/6000 Server/Client"
"730","tcp","netviewdm2","IBM NetView DM/6000 send/tcp"
"731","tcp","netviewdm3","IBM NetView DM/6000 receive/tcp"
"732","tcp","unknown",""
"733","tcp","unknown",""
"734","tcp","unknown",""
"735","tcp","unknown",""
"736","tcp","unknown",""
"737","tcp","unknown",""
"738","tcp","unknown",""
"739","tcp","unknown",""
"740","tcp","netcp","NETscout Control Protocol"
"741","tcp","netgw","netgw"
"742","tcp","netrcs","Network based Rev. Cont. Sys."
"743","tcp","unknown",""
"744","tcp","flexlm","Flexible License Manager"
"745","tcp","unknown",""
"746","tcp","unknown",""
"747","tcp","fujitsu-dev","Fujitsu Device Control"
"748","tcp","ris-cm","Russell Info Sci Calendar Manager"
"749","tcp","kerberos-adm","kerberos-adm"
"750","tcp","kerberos","kerberos"
"751","tcp","kerberos_master","kerberos_master"
"752","tcp","qrh","qrh"
"753","tcp","rrh","rrh"
"754","tcp","krb_prop","krb_prop"
"755","tcp","unknown",""
"756","tcp","unknown",""
"757","tcp","unknown",""
"758","tcp","nlogin","nlogin"
"759","tcp","con","con"
"760","tcp","krbupdate","krbupdate"
"761","tcp","kpasswd","kpasswd"
"762","tcp","quotad","quotad"
"763","tcp","cycleserv","cycleserv"
"764","tcp","omserv","omserv"
"765","tcp","webster","webster"
"766","tcp","unknown",""
"767","tcp","phonebook","phone"
"768","tcp","unknown",""
"769","tcp","vid","vid"
"770","tcp","cadlock","cadlock"
"771","tcp","rtip","rtip"
"772","tcp","cycleserv2","cycleserv2"
"773","tcp","submit","notify"
"774","tcp","rpasswd","rpasswd"
"775","tcp","entomb","entomb"
"776","tcp","wpages","wpages"
"777","tcp","multiling-http","Multiling Hypertext Transfer Protocol"
"778","tcp","unknown",""
"779","tcp","unknown",""
"780","tcp","wpgs","wpgs"
"781","tcp","hp-collector","hp performance data collector"
"782","tcp","hp-managed-node","hp performance data managed node"
"783","tcp","spamassassin","Apache SpamAssassin spamd"
"784","tcp","unknown",""
"785","tcp","unknown",""
"786","tcp","concert","concert"
"787","tcp","qsc","qsc"
"788","tcp","unknown",""
"789","tcp","unknown",""
"790","tcp","unknown",""
"791","tcp","unknown",""
"792","tcp","unknown",""
"793","tcp","unknown",""
"794","tcp","unknown",""
"795","tcp","unknown",""
"796","tcp","unknown",""
"797","tcp","unknown",""
"798","tcp","unknown",""
"799","tcp","controlit","Remotely possible"
"800","tcp","mdbs_daemon","mdbs-daemon"
"801","tcp","device","device"
"802","tcp","mbap-s","Modbus Application Protocol Secure"
"803","tcp","unknown",""
"804","tcp","unknown",""
"805","tcp","unknown",""
"806","tcp","unknown",""
"807","tcp","unknown",""
"808","tcp","ccproxy-http","CCProxy HTTP/Gopher/FTP (over HTTP) proxy"
"809","tcp","unknown",""
"810","tcp","fcp-udp","fcp-udp"
"811","tcp","unknown",""
"812","tcp","unknown",""
"813","tcp","unknown",""
"814","tcp","unknown",""
"815","tcp","unknown",""
"816","tcp","unknown",""
"817","tcp","unknown",""
"818","tcp","unknown",""
"819","tcp","unknown",""
"820","tcp","unknown",""
"821","tcp","unknown",""
"822","tcp","unknown",""
"823","tcp","unknown",""
"824","tcp","unknown",""
"825","tcp","unknown",""
"826","tcp","unknown",""
"827","tcp","unknown",""
"828","tcp","itm-mcell-s","itm-mcell-s"
"829","tcp","pkix-3-ca-ra","PKIX-3 CA/RA"
"830","tcp","netconf-ssh","NETCONF over SSH"
"831","tcp","netconf-beep","NETCONF over BEEP"
"832","tcp","netconfsoaphttp","NETCONF for SOAP over HTTPS"
"833","tcp","netconfsoapbeep","NETCONF for SOAP over BEEP"
"834","tcp","unknown",""
"835","tcp","unknown",""
"836","tcp","unknown",""
"837","tcp","unknown",""
"838","tcp","unknown",""
"839","tcp","unknown",""
"840","tcp","unknown",""
"841","tcp","unknown",""
"842","tcp","unknown",""
"843","tcp","unknown",""
"844","tcp","unknown",""
"845","tcp","unknown",""
"846","tcp","unknown",""
"847","tcp","dhcp-failover2","dhcp-failover 2"
"848","tcp","gdoi","gdoi"
"849","tcp","unknown",""
"850","tcp","unknown",""
"851","tcp","unknown",""
"852","tcp","unknown",""
"853","tcp","domain-s","DNS query-response protocol run over TLS/DTLS"
"854","tcp","dlep","Dynamic Link Exchange Protocol (DLEP)"
"855","tcp","unknown",""
"856","tcp","unknown",""
"857","tcp","unknown",""
"858","tcp","unknown",""
"859","tcp","unknown",""
"860","tcp","iscsi","iscsi"
"861","tcp","owamp-control","owamp-control"
"862","tcp","twamp-control","twamp-control"
"863","tcp","unknown",""
"864","tcp","unknown",""
"865","tcp","unknown",""
"866","tcp","unknown",""
"867","tcp","unknown",""
"868","tcp","unknown",""
"869","tcp","unknown",""
"870","tcp","unknown",""
"871","tcp","supfilesrv","SUP server"
"872","tcp","unknown",""
"873","tcp","rsync","Rsync server"
"874","tcp","unknown",""
"875","tcp","unknown",""
"876","tcp","unknown",""
"877","tcp","unknown",""
"878","tcp","unknown",""
"879","tcp","unknown",""
"880","tcp","unknown",""
"881","tcp","unknown",""
"882","tcp","unknown",""
"883","tcp","unknown",""
"884","tcp","unknown",""
"885","tcp","unknown",""
"886","tcp","iclcnet-locate","ICL coNETion locate server"
"887","tcp","iclcnet_svinfo","iclcnet_svinfo"
"888","tcp","accessbuilder","accessbuilder"
"889","tcp","unknown",""
"890","tcp","unknown",""
"891","tcp","unknown",""
"892","tcp","unknown",""
"893","tcp","unknown",""
"894","tcp","unknown",""
"895","tcp","unknown",""
"896","tcp","unknown",""
"897","tcp","unknown",""
"898","tcp","sun-manageconsole","Solaris Management Console Java listener (Solaris 8 & 9)"
"899","tcp","unknown",""
"900","tcp","omginitialrefs","OMG Initial Refs"
"901","tcp","samba-swat","samba-swat"
"902","tcp","iss-realsecure","iss-realsecure"
"903","tcp","iss-console-mgr","iss-console-mgr"
"904","tcp","unknown",""
"905","tcp","unknown",""
"906","tcp","unknown",""
"907","tcp","unknown",""
"908","tcp","unknown",""
"909","tcp","unknown",""
"910","tcp","kink","Kerberized Internet Negotiation of Keys (KINK)"
"911","tcp","xact-backup","xact-backup"
"912","tcp","apex-mesh","APEX relay-relay service"
"913","tcp","apex-edge","APEX endpoint-relay service"
"914","tcp","unknown",""
"915","tcp","unknown",""
"916","tcp","unknown",""
"917","tcp","unknown",""
"918","tcp","unknown",""
"919","tcp","unknown",""
"920","tcp","unknown",""
"921","tcp","unknown",""
"922","tcp","unknown",""
"923","tcp","unknown",""
"924","tcp","unknown",""
"925","tcp","unknown",""
"926","tcp","unknown",""
"927","tcp","unknown",""
"928","tcp","unknown",""
"929","tcp","unknown",""
"930","tcp","unknown",""
"931","tcp","unknown",""
"932","tcp","unknown",""
"933","tcp","unknown",""
"934","tcp","unknown",""
"935","tcp","unknown",""
"936","tcp","unknown",""
"937","tcp","unknown",""
"938","tcp","unknown",""
"939","tcp","unknown",""
"940","tcp","unknown",""
"941","tcp","unknown",""
"942","tcp","unknown",""
"943","tcp","unknown",""
"944","tcp","unknown",""
"945","tcp","unknown",""
"946","tcp","unknown",""
"947","tcp","unknown",""
"948","tcp","unknown",""
"949","tcp","unknown",""
"950","tcp","oftep-rpc","Often RPC.statd (on Redhat Linux)"
"951","tcp","unknown",""
"952","tcp","unknown",""
"953","tcp","rndc","rndc"
"954","tcp","unknown",""
"955","tcp","unknown",""
"956","tcp","unknown",""
"957","tcp","unknown",""
"958","tcp","unknown",""
"959","tcp","unknown",""
"960","tcp","unknown",""
"961","tcp","unknown",""
"962","tcp","unknown",""
"963","tcp","unknown",""
"964","tcp","unknown",""
"965","tcp","unknown",""
"966","tcp","unknown",""
"967","tcp","unknown",""
"968","tcp","unknown",""
"969","tcp","unknown",""
"970","tcp","unknown",""
"971","tcp","unknown",""
"972","tcp","unknown",""
"973","tcp","unknown",""
"974","tcp","unknown",""
"975","tcp","securenetpro-sensor","securenetpro-sensor"
"976","tcp","unknown",""
"977","tcp","unknown",""
"978","tcp","unknown",""
"979","tcp","unknown",""
"980","tcp","unknown",""
"981","tcp","unknown",""
"982","tcp","unknown",""
"983","tcp","unknown",""
"984","tcp","unknown",""
"985","tcp","unknown",""
"986","tcp","unknown",""
"987","tcp","unknown",""
"988","tcp","unknown",""
"989","tcp","ftps-data","File Transfer Protocol (Data) over TLS/SSL"
"990","tcp","ftps","File Transfer Protocol (Control) over TLS/SSL"
"991","tcp","nas","Netnews Administration System"
"992","tcp","telnets","Telnet Protocol over TLS/SSL"
"993","tcp","imaps","imaps"
"994","tcp","ircs","Internet Relay Chat over TLS/SSL"
"995","tcp","pop3s","pop3s"
"996","tcp","xtreelic","xtreelic"
"997","tcp","maitrd","maitrd"
"998","tcp","busboy","puparp"
"999","tcp","garcon","garcon"
"1000","tcp","cadlock","cadlock2"
"1001","tcp","webpush","HTTP Web Push"
"1002","tcp","windows-icfw","Windows Internet Connection Firewall"
"1003","tcp","unknown",""
"1004","tcp","unknown",""
"1005","tcp","unknown",""
"1006","tcp","unknown",""
"1007","tcp","unknown",""
"1008","tcp","ufsd","ufsdUFS-aware server"
"1009","tcp","unknown",""
"1010","tcp","surf","surf"
"1011","tcp","unknown",""
"1012","tcp","unknown",""
"1013","tcp","unknown",""
"1014","tcp","unknown",""
"1015","tcp","unknown",""
"1016","tcp","unknown",""
"1017","tcp","unknown",""
"1018","tcp","unknown",""
"1019","tcp","unknown",""
"1020","tcp","unknown",""
"1021","tcp","exp1","exp1"
"1022","tcp","exp2","exp2"
"1023","tcp","netvenuechat","Nortel NetVenue Chat/Notification/Intercom"
"1024","tcp","kdm","K Display Manager (KDE version of xdm)"
"1025","tcp","NFS-or-IIS","NFS-or-IIS"
"1026","tcp","LSA-or-nterm","LSA-or-nterm"
"1027","tcp","IIS","IIS"
"1028","tcp","unknown",""
"1029","tcp","ms-lsa","ms-lsa"
"1030","tcp","iad1","BBN IAD"
"1031","tcp","iad2","BBN IAD"
"1032","tcp","iad3","BBN IAD"
"1033","tcp","netinfo","netinfo"
"1034","tcp","zincite-a","zincite-a"
"1035","tcp","multidropper","multidropper"
"1036","tcp","nsstp","Nebula Secure Segment Transfer Protocol"
"1037","tcp","ams","ams"
"1038","tcp","mtqp","Message Tracking Query Protocol"
"1039","tcp","sbl","Streamlined Blackhole"
"1040","tcp","netsaint","netsaint"
"1041","tcp","danf-ak2","AK2 Product"
"1042","tcp","afrog","Subnet Roaming"
"1043","tcp","boinc","boinc"
"1044","tcp","dcutility","Dev Consortium Utility"
"1045","tcp","fpitp","Fingerprint Image Transfer Protocol"
"1046","tcp","wfremotertm","WebFilter Remote Monitor"
"1047","tcp","neod1","Sun's NEO Object Request Broker"
"1048","tcp","neod2","Sun's NEO Object Request Broker"
"1049","tcp","td-postman","Tobit David Postman VPMN"
"1050","tcp","java-or-OTGfileshare","java-or-OTGfileshare"
"1051","tcp","optima-vnet","Optima VNET"
"1052","tcp","ddt","ddt"
"1053","tcp","remote-as","Remote Assistant (RA)"
"1054","tcp","brvread","brvread"
"1055","tcp","ansyslmd","ANSYS - License Manager"
"1056","tcp","vfo","vfo"
"1057","tcp","startron","startron"
"1058","tcp","nim","nim"
"1059","tcp","nimreg","nimreg"
"1060","tcp","polestar","polestar"
"1061","tcp","kiosk","kiosk"
"1062","tcp","veracity","veracity"
"1063","tcp","kyoceranetdev","kyoceranetdev"
"1064","tcp","jstel","jstel"
"1065","tcp","syscomlan","syscomlan"
"1066","tcp","fpo-fns","fpo-fns"
"1067","tcp","instl_boots","instl_boots"
"1068","tcp","instl_bootc","instl_bootc"
"1069","tcp","cognex-insight","cognex-insight"
"1070","tcp","gmrupdateserv","gmrupdateserv"
"1071","tcp","bsquare-voip","bsquare-voip"
"1072","tcp","cardax","cardax"
"1073","tcp","bridgecontrol","Bridge Control"
"1074","tcp","warmspotMgmt","Warmspot Management Protocol"
"1075","tcp","rdrmshc","rdrmshc"
"1076","tcp","sns_credit","sns_credit"
"1077","tcp","imgames","imgames"
"1078","tcp","avocent-proxy","Avocent Proxy Protocol"
"1079","tcp","asprovatalk","asprovatalk"
"1080","tcp","socks","socks"
"1081","tcp","pvuniwien","pvuniwien"
"1082","tcp","amt-esd-prot","amt-esd-prot"
"1083","tcp","ansoft-lm-1","Anasoft License Manager"
"1084","tcp","ansoft-lm-2","Anasoft License Manager"
"1085","tcp","webobjects","Web Objects"
"1086","tcp","cplscrambler-lg","CPL Scrambler Logging"
"1087","tcp","cplscrambler-in","CPL Scrambler Internal"
"1088","tcp","cplscrambler-al","CPL Scrambler Alarm Log"
"1089","tcp","ff-annunc","FF Annunciation"
"1090","tcp","ff-fms","FF Fieldbus Message Specification"
"1091","tcp","ff-sm","FF System Management"
"1092","tcp","obrpd","Open Business Reporting Protocol"
"1093","tcp","proofd","proofd"
"1094","tcp","rootd","rootd"
"1095","tcp","nicelink","nicelink"
"1096","tcp","cnrprotocol","Common Name Resolution Protocol"
"1097","tcp","sunclustermgr","Sun Cluster Manager"
"1098","tcp","rmiactivation","RMI Activation"
"1099","tcp","rmiregistry","RMI Registry"
"1100","tcp","mctp","mctp"
"1101","tcp","pt2-discover","pt2-discover"
"1102","tcp","adobeserver-1","ADOBE SERVER 1"
"1103","tcp","xaudio","xaudio"
"1104","tcp","xrl","xrl"
"1105","tcp","ftranhc","ftranhc"
"1106","tcp","isoipsigport-1","isoipsigport-1"
"1107","tcp","isoipsigport-2","isoipsigport-2"
"1108","tcp","ratio-adp","ratio-adp"
"1109","tcp","kpop","Pop with Kerberos"
"1110","tcp","nfsd-status","nfsd-status"
"1111","tcp","lmsocialserver","LM Social Server"
"1112","tcp","msql","msql"
"1113","tcp","ltp-deepspace","Licklider Transmission Protocol"
"1114","tcp","mini-sql","Mini SQL"
"1115","tcp","ardus-trns","ARDUS Transfer"
"1116","tcp","ardus-cntl","ARDUS Control"
"1117","tcp","ardus-mtrns","ARDUS Multicast Transfer"
"1118","tcp","sacred","sacred"
"1119","tcp","bnetgame","Battle.net Chat/Game Protocol"
"1120","tcp","bnetfile","Battle.net File Transfer Protocol"
"1121","tcp","rmpp","Datalode RMPP"
"1122","tcp","availant-mgr","availant-mgr"
"1123","tcp","murray","murray"
"1124","tcp","hpvmmcontrol","HP VMM Control"
"1125","tcp","hpvmmagent","HP VMM Agent"
"1126","tcp","hpvmmdata","HP VMM Agent"
"1127","tcp","supfiledbg","supfiledbg"
"1128","tcp","saphostctrl","SAPHostControl over SOAP/HTTP"
"1129","tcp","saphostctrls","SAPHostControl over SOAP/HTTPS"
"1130","tcp","casp","CAC App Service Protocol"
"1131","tcp","caspssl","CAC App Service Protocol Encripted"
"1132","tcp","kvm-via-ip","KVM-via-IP Management Service"
"1133","tcp","dfn","Data Flow Network"
"1134","tcp","aplx","MicroAPL APLX"
"1135","tcp","omnivision","OmniVision Communication Service"
"1136","tcp","hhb-gateway","HHB Gateway Control"
"1137","tcp","trim","TRIM Workgroup Service"
"1138","tcp","encrypted_admin","encrypted_admin"
"1139","tcp","cce3x","cce3x"
"1140","tcp","autonoc","AutoNOC Network Operations Protocol"
"1141","tcp","mxomss","User Message Service"
"1142","tcp","edtools","User Discovery Service"
"1143","tcp","imyx","Infomatryx Exchange"
"1144","tcp","fuscript","Fusion Script"
"1145","tcp","x9-icue","X9 iCue Show Control"
"1146","tcp","audit-transfer","audit transfer"
"1147","tcp","capioverlan","capioverlan"
"1148","tcp","elfiq-repl","Elfiq Replication Service"
"1149","tcp","bvtsonar","bvtsonar"
"1150","tcp","blaze","Blaze File Server"
"1151","tcp","unizensus","Unizensus Login Server"
"1152","tcp","winpoplanmess","Winpopup LAN Messenger"
"1153","tcp","c1222-acse","ANSI C12.22 Port"
"1154","tcp","resacommunity","Community Service"
"1155","tcp","nfa","Network File Access"
"1156","tcp","iascontrol-oms","iasControl OMS"
"1157","tcp","iascontrol","Oracle iASControl"
"1158","tcp","lsnr","lsnr"
"1159","tcp","oracle-oms","Oracle OMS"
"1160","tcp","olsv","DB Lite Mult-User Server"
"1161","tcp","health-polling","Health Polling"
"1162","tcp","health-trap","Health Trap"
"1163","tcp","sddp","SmartDialer Data Protocol"
"1164","tcp","qsm-proxy","QSM Proxy Service"
"1165","tcp","qsm-gui","QSM GUI Service"
"1166","tcp","qsm-remote","QSM RemoteExec"
"1167","tcp","cisco-ipsla","Cisco IP SLAs Control Protocol"
"1168","tcp","vchat","VChat Conference Service"
"1169","tcp","tripwire","tripwire"
"1170","tcp","atc-lm","AT+C License Manager"
"1171","tcp","atc-appserver","AT+C FmiApplicationServer"
"1172","tcp","dnap","DNA Protocol"
"1173","tcp","d-cinema-rrp","D-Cinema Request-Response"
"1174","tcp","fnet-remote-ui","FlashNet Remote Admin"
"1175","tcp","dossier","Dossier Server"
"1176","tcp","indigo-server","Indigo Home Server"
"1177","tcp","dkmessenger","DKMessenger Protocol"
"1178","tcp","skkserv","skkserv"
"1179","tcp","b2n","Backup To Neighbor"
"1180","tcp","mc-client","Millicent Client Proxy"
"1181","tcp","3comnetman","3Com Net Management"
"1182","tcp","accelenet","accelenet"
"1183","tcp","llsurfup-http","LL Surfup HTTP"
"1184","tcp","llsurfup-https","LL Surfup HTTPS"
"1185","tcp","catchpole","Catchpole port"
"1186","tcp","mysql-cluster","MySQL Cluster Manager"
"1187","tcp","alias","Alias Service"
"1188","tcp","hp-webadmin","HP Web Admin"
"1189","tcp","unet","Unet Connection"
"1190","tcp","commlinx-avl","CommLinx GPS / AVL System"
"1191","tcp","gpfs","General Parallel File System"
"1192","tcp","caids-sensor","caids sensors channel"
"1193","tcp","fiveacross","Five Across Server"
"1194","tcp","openvpn","openvpn"
"1195","tcp","rsf-1","RSF-1 clustering"
"1196","tcp","netmagic","Network Magic"
"1197","tcp","carrius-rshell","Carrius Remote Access"
"1198","tcp","cajo-discovery","cajo reference discovery"
"1199","tcp","dmidi","dmidi"
"1200","tcp","scol","scol"
"1201","tcp","nucleus-sand","Nucleus Sand Database Server"
"1202","tcp","caiccipc","caiccipc"
"1203","tcp","ssslic-mgr","License Validation"
"1204","tcp","ssslog-mgr","Log Request Listener"
"1205","tcp","accord-mgc","accord-mgc"
"1206","tcp","anthony-data","Anthony Data"
"1207","tcp","metasage","metasage"
"1208","tcp","seagull-ais","SEAGULL AIS"
"1209","tcp","ipcd3","ipcd3"
"1210","tcp","eoss","eoss"
"1211","tcp","groove-dpp","Groove DPP"
"1212","tcp","lupa","lupa"
"1213","tcp","mpc-lifenet","mpc-lifenet"
"1214","tcp","fasttrack","fasttrack"
"1215","tcp","scanstat-1","scanSTAT 1.0"
"1216","tcp","etebac5","ETEBAC 5"
"1217","tcp","hpss-ndapi","HPSS NonDCE Gateway"
"1218","tcp","aeroflight-ads","AeroFlight ADs"
"1219","tcp","aeroflight-ret","aeroflight-ret"
"1220","tcp","quicktime","quicktime"
"1221","tcp","sweetware-apps","SweetWARE Apps"
